id,species,observed_on,place,user,latitude,longitude,life_stage,alive_or_dead,url
154750753,Eastern Mudsnail,2023-04-13 17:20:59-04:00,"Barnegat Township, NJ, USA",baileysanders,39.7516388889,-74.1903861111,,Alive,https://www.inaturalist.org/observations/154750753
154279546,Eastern Mudsnail,2023-04-07 14:16:32-04:00,Gull Island,mark2085,40.1028922649,-74.0454147756,,Alive,https://www.inaturalist.org/observations/154279546
154279341,Eastern Mudsnail,2023-04-07 14:16:14-04:00,Gull Island,mark2085,40.1028922649,-74.0454147756,,,https://www.inaturalist.org/observations/154279341
154279017,Eastern Mudsnail,2023-04-07 14:11:57-04:00,Gull Island,mark2085,40.1028922649,-74.0454147756,,Alive,https://www.inaturalist.org/observations/154279017
154278691,Eastern Mudsnail,2023-04-07 14:11:55-04:00,Gull Island,mark2085,40.1028922649,-74.0454147756,,Alive,https://www.inaturalist.org/observations/154278691
154149724,Eastern Mudsnail,2023-04-09 15:14:00-04:00,"Barnegat Bay, Mantoloking, NJ, US",nature_donovan,39.9845962438,-74.0696671379,,,https://www.inaturalist.org/observations/154149724
154009077,Eastern Mudsnail,2023-04-07 13:29:37-04:00,Gull Island,mark2085,40.1028922649,-74.0454147756,,,https://www.inaturalist.org/observations/154009077
154008682,Eastern Mudsnail,2023-04-07 13:27:23-04:00,Gull Island,mark2085,40.1028922649,-74.0454147756,,,https://www.inaturalist.org/observations/154008682
152772123,Eastern Mudsnail,2023-03-26 17:07:29-04:00,"Intracoastal Waterway, Cape May, NJ, US",jlayman,38.9663590361,-74.9402667527,,Alive,https://www.inaturalist.org/observations/152772123
152545566,Eastern Mudsnail,2023-03-09 14:26:00-05:00,"Avalon, NJ 08202, USA",cecildomyiidae,39.107125,-74.704775,,,https://www.inaturalist.org/observations/152545566
152102664,Ilyanassa obsoleta,2023-03-23 13:22:00-04:00,"Leonardo, Middletown Township, NJ 07737, USA",srall,40.4229659255,-74.0597771699,,,https://www.inaturalist.org/observations/152102664
152102649,Ilyanassa obsoleta,2023-03-23 13:20:00-04:00,"Leonardo, Middletown Township, NJ 07737, USA",srall,40.4229659255,-74.0597771699,,,https://www.inaturalist.org/observations/152102649
151324555,Ilyanassa obsoleta,2023-03-16 11:09:00-04:00,"Atlantic City, NJ, USA",davidenrique,39.3494888889,-74.4468722222,,,https://www.inaturalist.org/observations/151324555
151008345,Ilyanassa obsoleta,2023-01-05 12:51:32-05:00,"Sandy Hook, Middletown Township, NJ, USA",hydrophilus,40.424916,-73.9841969722,,,https://www.inaturalist.org/observations/151008345
150441410,Eastern Mudsnail,2023-03-06 15:03:00-05:00,"Sayreville, NJ, USA",srall,40.479326615,-74.2684842769,,,https://www.inaturalist.org/observations/150441410
150427144,Eastern Mudsnail,2023-03-06 13:53:12-05:00,"Sayreville, NJ, USA",srall,40.4791883215,-74.2676875908,,,https://www.inaturalist.org/observations/150427144
145710996,Eastern Mudsnail,2022-12-30 10:40:38-05:00,"Upper New York Bay, Jersey City, NJ, US",edropkin,40.6942333333,-74.0656888333,,,https://www.inaturalist.org/observations/145710996
145585367,Eastern Mudsnail,2023-01-01 11:14:24-05:00,"Higbee Ave, Somers Point, NJ, US",michaelnj,39.3112888508,-74.5924927537,,,https://www.inaturalist.org/observations/145585367
144991325,Eastern Mudsnail,2022-11-02 12:22:56-04:00,"Newport, NJ, US",j_ecy,39.279195,-75.2424916667,,,https://www.inaturalist.org/observations/144991325
144638250,Eastern Mudsnail,2022-12-18 20:06:39-05:00,"Longport-Somers Point Blvd, Somers Point, NJ, US",michaelnj,39.3132502288,-74.5611700124,,,https://www.inaturalist.org/observations/144638250
143816742,Eastern Mudsnail,2022-05-27 11:31:59-04:00,Sea Isle City,tobias365,39.1534431701,-74.6929385886,Adult,Alive,https://www.inaturalist.org/observations/143816742
142317534,Eastern Mudsnail,2022-11-18 14:39:00-05:00,Island Beach State Park ,sweiss243,39.9010560267,-74.0784767637,,Dead,https://www.inaturalist.org/observations/142317534
142317455,Eastern Mudsnail,2022-11-18 14:38:00-05:00,Island Beach State Park ,sweiss243,39.9009970593,-74.0785167608,,Dead,https://www.inaturalist.org/observations/142317455
142007761,Eastern Mudsnail,2022-10-30,Barnegat Bay,mavenmercado,39.8675842792,-74.1122507304,,,https://www.inaturalist.org/observations/142007761
139191135,Eastern Mudsnail,2022-10-16 14:43:25-04:00,"Berkeley Township, NJ, USA",kaykat523,39.7890487184,-74.0984544531,Adult,Alive,https://www.inaturalist.org/observations/139191135
138371723,Eastern Mudsnail,2022-10-08 13:04:38-04:00,"Horseshoe Cove, Highlands, NJ, US",gwt2102,40.4321783333,-73.9937966667,,Alive,https://www.inaturalist.org/observations/138371723
138308261,Eastern Mudsnail,2022-10-10 13:44:00-04:00,"Old Bridge, NJ, USA",geosesarma,40.4531981324,-74.2296162539,,,https://www.inaturalist.org/observations/138308261
138195151,Eastern Mudsnail,2022-10-09 16:29:39-04:00,"Cape May County, NJ, USA",ali_interprets,39.0592642,-74.7486755,,Dead,https://www.inaturalist.org/observations/138195151
138154611,Eastern Mudsnail,2022-10-09 10:09:24-04:00,"Avalon, NJ 08202, USA",ali_interprets,39.0649709722,-74.749261,,Dead,https://www.inaturalist.org/observations/138154611
138031829,Eastern Mudsnail,2022-10-08 15:39:30-04:00,"82nd St Beach, Stone Harbor, NJ 08247, USA",ali_interprets,39.0617143997,-74.7470622,,Dead,https://www.inaturalist.org/observations/138031829
138031430,Eastern Mudsnail,2022-10-08 15:37:27-04:00,"82nd St Beach, Stone Harbor, NJ 08247, USA",ali_interprets,39.0616200997,-74.7471134997,,Dead,https://www.inaturalist.org/observations/138031430
138028819,Eastern Mudsnail,2022-10-08 15:28:25-04:00,"82nd St Beach, Stone Harbor, NJ 08247, USA",ali_interprets,39.0616367,-74.7472175997,,Unknown,https://www.inaturalist.org/observations/138028819
138027953,Eastern Mudsnail,2022-10-08 15:25:12-04:00,"82nd St Beach, Stone Harbor, NJ 08247, USA",ali_interprets,39.0614549,-74.7472932,,Dead,https://www.inaturalist.org/observations/138027953
137696233,Eastern Mudsnail,2022-10-05 09:56:00-04:00,"Villas, Lower Township, NJ, USA",dpdawes,39.0172320185,-74.9410242314,,Alive,https://www.inaturalist.org/observations/137696233
136989641,Eastern Mudsnail,2022-09-26 15:55:22-04:00,"Gateway National Recreation Area, Highlands, NJ, US",gwt2102,40.4154333333,-73.9820633333,,Dead,https://www.inaturalist.org/observations/136989641
136985885,Eastern Mudsnail,2022-09-29 16:48:25-04:00,"Sayreville, NJ, USA",caoraesque,40.4790797918,-74.267636463,,Alive,https://www.inaturalist.org/observations/136985885
136910113,Eastern Mudsnail,2022-09-26 16:11:34-04:00,"Gateway National Recreation Area, Highlands, NJ, US",gwt2102,40.4158783333,-73.9824133333,,Dead,https://www.inaturalist.org/observations/136910113
136910069,Eastern Mudsnail,2022-09-26 16:14:42-04:00,"Gateway National Recreation Area, Highlands, NJ, US",gwt2102,40.4159383333,-73.9824666667,,Dead,https://www.inaturalist.org/observations/136910069
136909747,Eastern Mudsnail,2022-09-26 16:22:43-04:00,"Gateway National Recreation Area, Highlands, NJ, US",gwt2102,40.4162533333,-73.982895,,Dead,https://www.inaturalist.org/observations/136909747
136879741,Eastern Mudsnail,2022-09-26 16:55:15-04:00,"Gateway National Recreation Area, Highlands, NJ, US",gwt2102,40.4180833333,-73.9855583333,,Dead,https://www.inaturalist.org/observations/136879741
136802603,Eastern Mudsnail,2022-09-26 17:32:07-04:00,"Gateway National Recreation Area, Highlands, NJ, US",gwt2102,40.4196866667,-73.9873283333,,,https://www.inaturalist.org/observations/136802603
136525758,Eastern Mudsnail,2022-09-25 22:09:02-04:00,"Peck Beach, Ocean City, NJ, US",macneal,39.2829447027,-74.5573916995,,Dead,https://www.inaturalist.org/observations/136525758
136524549,Eastern Mudsnail,2022-09-25 21:55:37-04:00,"Peck Beach, Ocean City, NJ, US",macneal,39.2897863995,-74.5524613754,,Dead,https://www.inaturalist.org/observations/136524549
136511758,Eastern Mudsnail,2022-09-25 15:47:00-04:00,"Sandy Hook, Middletown Township, NJ, USA",danielmorton,40.4273284101,-73.9871612299,,Alive,https://www.inaturalist.org/observations/136511758
134521615,Eastern Mudsnail,2022-09-10 14:24:22-04:00,"Gateway National Recreation Area, Highlands, NJ, US",willbpayne,40.4055102116,-73.9807863209,,,https://www.inaturalist.org/observations/134521615
133606425,Eastern Mudsnail,2022-09-04 09:38:55-04:00,"Cape May Harbor, Cape May, NJ, US",meg355,38.9449314716,-74.9019406984,,Alive,https://www.inaturalist.org/observations/133606425
132470938,Eastern Mudsnail,2022-08-26 17:49:32-04:00,Cape May,mark2085,38.9351861932,-74.9060055614,,Alive,https://www.inaturalist.org/observations/132470938
131810687,Eastern Mudsnail,2022-08-21 18:43:36-04:00,Monmouth County,nerdgirl724,40.1581497192,-74.010597229,,,https://www.inaturalist.org/observations/131810687
130812364,Eastern Mudsnail,2022-08-13 16:43:33-04:00,"Delaware Bay, Cape May, NJ, US",mgarvey,39.0918916667,-74.9000166667,,,https://www.inaturalist.org/observations/130812364
130428497,Eastern Mudsnail,2022-08-11 17:23:09-04:00,"Delaware Ave, Cape May, NJ, US",natare-naturae,39.0391361667,-74.9362033333,,,https://www.inaturalist.org/observations/130428497
130265014,Eastern Mudsnail,2022-08-10 13:03:51-04:00,"Spermaceti Cove, Highlands, NJ, US",elhamh,40.4299971275,-73.9932215866,,,https://www.inaturalist.org/observations/130265014
128128992,Eastern Mudsnail,2022-07-27 07:44:29-04:00,"Little Egg Harbor, Beach Haven, NJ, US",mikeallegrezza,39.54995,-74.253905,,,https://www.inaturalist.org/observations/128128992
127748512,Eastern Mudsnail,2022-07-15 11:34:26-04:00,"Bayshore Waterfront Park, Port Monmouth, NJ, US",rubymoonbeams,40.4408866667,-74.0939555,,Dead,https://www.inaturalist.org/observations/127748512
124799205,Eastern Mudsnail,2022-07-04 14:02:43-04:00,"Avalon, NJ 08202, USA",mmmmbugs,39.1037694444,-74.7073361111,,Dead,https://www.inaturalist.org/observations/124799205
123669226,Eastern Mudsnail,2022-06-26 09:55:00-04:00,"Raritan Bay, South Amboy, NJ, US",urbannats,40.485128332,-74.2737532949,,Alive,https://www.inaturalist.org/observations/123669226
122222242,Eastern Mudsnail,2022-06-17 18:05:29-04:00,"Middletown Township, NJ, USA",ninja23,40.41522521,-73.9819637,,Dead,https://www.inaturalist.org/observations/122222242
122060764,Eastern Mudsnail,2022-06-16 14:37:41-04:00,"Cape May Harbor, Cape May, NJ, US",bradleybugman,38.9454166667,-74.9000166667,,Alive,https://www.inaturalist.org/observations/122060764
122059565,Eastern Mudsnail,2022-06-16 14:46:39-04:00,"Cape May Harbor, Cape May, NJ, US",mob-critters,38.9454166667,-74.8999033333,,Alive,https://www.inaturalist.org/observations/122059565
121444109,Eastern Mudsnail,2022-06-12 13:18:49-04:00,"Maurice River, NJ 08324, USA",johncanoles,39.19417125,-75.015972,,Alive,https://www.inaturalist.org/observations/121444109
121355075,Eastern Mudsnail,2022-06-11 18:04:20-04:00,"Sandy Hook, Middletown Township, NJ, USA",pirateninjas,40.4487527778,-74.0000861111,,Alive,https://www.inaturalist.org/observations/121355075
119929161,Eastern Mudsnail,2022-05-29 15:13:55-04:00,"CR-655, Cape May, NJ, US",mgochfeld,39.1129618148,-74.8833137986,,Dead,https://www.inaturalist.org/observations/119929161
119757287,Eastern Mudsnail,2022-06-01 13:07:22-04:00,Ocean Gate,stephspero211,39.861541748,-74.1416473389,,Dead,https://www.inaturalist.org/observations/119757287
119754690,Eastern Mudsnail,2022-06-01 12:47:36-04:00,"Ocean County, US-NJ, US",stephspero211,39.8614082336,-74.1421966553,,Dead,https://www.inaturalist.org/observations/119754690
119313361,Eastern Mudsnail,2022-05-29 16:58:26-04:00,"Raritan Bay, Highlands, NJ, US",hherhold,40.4104925227,-73.980468521,,,https://www.inaturalist.org/observations/119313361
119307147,Eastern Mudsnail,2022-05-29 14:30:00-04:00,"Barnegat Bay, Lavallette, NJ, US",deetsanimals,39.9613702037,-74.0779193972,,Alive,https://www.inaturalist.org/observations/119307147
118926514,Eastern Mudsnail,2022-05-27 11:17:06-04:00,"Lanoka Harbor, NJ 08734, USA",gparosenberg,39.78847285,-74.09722562,,Alive,https://www.inaturalist.org/observations/118926514
115960240,Eastern Mudsnail,2022-04-14 14:39:47-04:00,Reeds Beach,christine128,39.116908647,-74.8909664154,,Alive,https://www.inaturalist.org/observations/115960240
114831296,Eastern Mudsnail,2022-05-02 15:45:23-04:00,"Delaware Bay, Cape May, NJ, US",grnmtn,39.0320771467,-74.9404995237,,Alive,https://www.inaturalist.org/observations/114831296
112920271,Eastern Mudsnail,2022-04-24 15:53:00-04:00,"Gateway National Recreation Area - Sandy Hook, Atlantic Highlands, NJ, US",tesgeorge,40.4486053273,-73.9992838165,,Alive,https://www.inaturalist.org/observations/112920271
111436954,Eastern Mudsnail,2022-04-14 14:10:13-04:00,"Middle Township, NJ, USA",steve1295,39.11380337,-74.89233589,,Alive,https://www.inaturalist.org/observations/111436954
110575902,Eastern Mudsnail,2022-04-02 16:47:00-04:00,"Brigantine, NJ 08203, USA",tnolan,39.3804718968,-74.4128707916,,Dead,https://www.inaturalist.org/observations/110575902
110205431,Eastern Mudsnail,2022-04-02 14:26:05-04:00,"Sayreville, NJ, USA",caoraesque,40.4776467885,-74.2668753862,,Alive,https://www.inaturalist.org/observations/110205431
108473854,Eastern Mudsnail,2022-03-12 17:31:05-05:00,"Wildwood Crest Beach, Cape May, NJ, US",dmarullo,38.9656207389,-74.8355780348,,Dead,https://www.inaturalist.org/observations/108473854
106648594,Eastern Mudsnail,2022-02-12 10:35:00-05:00,"Middletown Township, NJ, USA",jerseysheller,40.4463499722,-74.1148305556,,Dead,https://www.inaturalist.org/observations/106648594
103901725,Eastern Mudsnail,2021-12-29 12:30:39-05:00,"Cape Island, Cape May, NJ, US",melissalaurino,38.9360416667,-74.8947533333,,Dead,https://www.inaturalist.org/observations/103901725
103549723,Eastern Mudsnail,2021-10-14 10:45:00-04:00,"Sandy Hook, Middletown Township, NJ, USA",nilshelstrom,40.4701861694,-74.0139556838,Adult,Alive,https://www.inaturalist.org/observations/103549723
102872938,Eastern Mudsnail,2021-12-11 08:25:24-05:00,"Laurence Harbor, NJ 08879, USA",caoraesque,40.4756404304,-74.2666038126,,Dead,https://www.inaturalist.org/observations/102872938
102771187,Eastern Mudsnail,2021-12-04 12:33:42-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",aminaima,40.4086916667,-73.9809033333,,,https://www.inaturalist.org/observations/102771187
102748589,Eastern Mudsnail,2021-12-04 12:33:15-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",aia42,40.4086883333,-73.9809033333,,,https://www.inaturalist.org/observations/102748589
102636152,Eastern Mudsnail,2021-12-04 12:33:24-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",ang19e,40.4086916667,-73.98092,,,https://www.inaturalist.org/observations/102636152
102569158,Eastern Mudsnail,2021-12-04 12:33:10-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",jumaaktar,40.408675,-73.9809033333,,,https://www.inaturalist.org/observations/102569158
102547072,Eastern Mudsnail,2021-12-04 12:33:15-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",josephhar,40.4086883333,-73.98092,,,https://www.inaturalist.org/observations/102547072
102542442,Eastern Mudsnail,2021-12-04 12:34:00-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",blessing2,40.408675,-73.9809033333,,Alive,https://www.inaturalist.org/observations/102542442
102479049,Eastern Mudsnail,2021-12-04 12:33:17-05:00,"Raritan Bay, Highlands, NJ, US",lissamero1697,40.4033583333,-73.984025,,,https://www.inaturalist.org/observations/102479049
102476185,Eastern Mudsnail,2021-12-04 12:33:55-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",petery333,40.4086864496,-73.9809155093,,,https://www.inaturalist.org/observations/102476185
102476167,Eastern Mudsnail,2021-12-04 12:33:29-05:00,"Raritan Bay, Highlands, NJ, US",ohassan7,40.4087715282,-73.9816010317,,,https://www.inaturalist.org/observations/102476167
102476159,Eastern Mudsnail,2021-12-04 12:33:12-05:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",yasinetahrani123,40.4086116667,-73.9809333333,,Alive,https://www.inaturalist.org/observations/102476159
101272713,Eastern Mudsnail,2021-11-16 12:53:45-05:00,"Cape May Court House, NJ 08210, USA",audaxthehuman,39.10393892,-74.89529124,,Alive,https://www.inaturalist.org/observations/101272713
101191812,Eastern Mudsnail,2021-05-23 15:25:00-04:00,"Middle Township, NJ, USA",jerseysheller,39.1048916389,-74.8949805278,Adult,Alive,https://www.inaturalist.org/observations/101191812
100591107,Eastern Mudsnail,2021-11-07 14:34:00-05:00,"Perth Amboy, NJ, USA",srall,40.5095970059,-74.2889161162,,Dead,https://www.inaturalist.org/observations/100591107
98997918,Ilyanassa obsoleta,2021-10-22 13:45:45-04:00,"Ideal Beach, Keansburg, NJ, US",max-bursack,40.4467974353,-74.1192624321,,Dead,https://www.inaturalist.org/observations/98997918
98410308,Ilyanassa obsoleta,2021-10-14 10:46:00-04:00,"Sandy Hook, Middletown Township, NJ, USA",nilshelstrom,40.4699249882,-74.0125823928,Adult,Alive,https://www.inaturalist.org/observations/98410308
97384779,Eastern Mudsnail,2021-09-29 09:47:00-04:00,"Cape May County, NJ, USA",nilshelstrom,38.9507249575,-74.9673004593,,Dead,https://www.inaturalist.org/observations/97384779
96607738,Eastern Mudsnail,2021-09-29 09:18:32+00:00,"South Amboy, NJ, USA",caoraesque,40.4793128846,-74.270047769,,Dead,https://www.inaturalist.org/observations/96607738
96600287,Eastern Mudsnail,2021-09-29 09:10:45-04:00,"South Amboy, NJ, USA",caoraesque,40.4793128846,-74.270047769,,Dead,https://www.inaturalist.org/observations/96600287
95824584,Eastern Mudsnail,2021-09-18 11:28:00-04:00,"Villas, NJ, USA",brennafarrell,39.0126833,-74.9505639,,Dead,https://www.inaturalist.org/observations/95824584
95818784,Eastern Mudsnail,2021-09-18 11:19:00-04:00,"Villas, NJ, USA",brennafarrell,39.013525,-74.9501556,,Alive,https://www.inaturalist.org/observations/95818784
94951572,Ilyanassa obsoleta,2021-09-15 14:24:46-04:00,Leonardo,sidemount,40.4226036072,-74.0594024658,,Unknown,https://www.inaturalist.org/observations/94951572
94579514,Ilyanassa obsoleta,2021-09-11 15:09:00-04:00,"Sandy Hook, Middletown Township, NJ, USA",danielmorton,40.4273461702,-73.9872150466,,Alive,https://www.inaturalist.org/observations/94579514
94571365,Ilyanassa obsoleta,2021-09-11 12:20:00-04:00,"Sandy Hook, Middletown Township, NJ, USA",danielmorton,40.4779209632,-74.0098592118,,Dead,https://www.inaturalist.org/observations/94571365
94571348,Ilyanassa obsoleta,2021-09-11 12:19:00-04:00,"Sandy Hook, Middletown Township, NJ, USA",danielmorton,40.4780158343,-74.0098551885,,Dead,https://www.inaturalist.org/observations/94571348
94209683,Ilyanassa obsoleta,2021-02-06 13:00:00-05:00,"Manasquan, NJ, USA",danielmorton,40.1032528819,-74.0342256949,,Dead,https://www.inaturalist.org/observations/94209683
92521489,Ilyanassa obsoleta,2021-08-25 19:43:31-04:00,Villas,katrina_iorio,39.014175415,-74.9495315552,,Alive,https://www.inaturalist.org/observations/92521489
91148606,Ilyanassa obsoleta,2021-08-13 17:51:57-04:00,"Gateway National Recreation Area - Sandy Hook, Highlands, NJ, US",dls4nj2020,40.44787,-73.9967033333,,Alive,https://www.inaturalist.org/observations/91148606
91134637,Eastern Mudsnail,2021-08-05 10:57:00-04:00,"Villas, NJ, USA",brennafarrell,39.0158241863,-74.949235731,,Dead,https://www.inaturalist.org/observations/91134637
91057640,Eastern Mudsnail,2021-08-05 10:24:00-04:00,"Villas, NJ, USA",brennafarrell,39.0139412088,-74.9500665233,,Alive,https://www.inaturalist.org/observations/91057640
91057638,Eastern Mudsnail,2021-08-05 10:24:00-04:00,"Villas, NJ, USA",brennafarrell,39.0139270797,-74.9500678644,,Alive,https://www.inaturalist.org/observations/91057638
91057637,Eastern Mudsnail,2021-08-05 10:24:00-04:00,"Villas, NJ, USA",brennafarrell,39.0139166594,-74.950075911,,Alive,https://www.inaturalist.org/observations/91057637
91057636,Eastern Mudsnail,2021-08-05 10:24:00-04:00,"Villas, NJ, USA",brennafarrell,39.0139062391,-74.9500665233,,Alive,https://www.inaturalist.org/observations/91057636
90604982,Ilyanassa obsoleta,2021-08-09 14:19:39-04:00,"Liberty State Park, Jersey City, NJ, US",mertensia,40.6963463091,-74.0534960374,,,https://www.inaturalist.org/observations/90604982
90603718,Ilyanassa obsoleta,2021-08-09 14:20:00-04:00,"Jersey City, NJ, USA",mertensia,40.6961029384,-74.0550503046,,,https://www.inaturalist.org/observations/90603718
90277320,Ilyanassa obsoleta,2021-08-07 11:31:01-04:00,"Cape May County, US-NJ, US",cchronister,39.0277325078,-74.9423418903,,Alive,https://www.inaturalist.org/observations/90277320
89718786,Ilyanassa obsoleta,2021-08-02 09:52:21-04:00,"Delaware Bay, Cape May, NJ, US",cchronister,39.0273052454,-74.9449375738,,Unknown,https://www.inaturalist.org/observations/89718786
88347744,Ilyanassa obsoleta,2021-07-23 14:45:05-04:00,"Villas, NJ, USA",jillian_roth,39.0129632278,-74.9463882297,,Alive,https://www.inaturalist.org/observations/88347744
83855254,Ilyanassa obsoleta,2021-06-20 13:12:48-04:00,"Sandy Hook Beach, NJ, Sandy Hook, NJ, USA",otofrog,40.4642417222,-74.0068070278,,,https://www.inaturalist.org/observations/83855254
83625113,Ilyanassa obsoleta,2021-06-18 10:50:18-04:00,"North Atlantic Ocean, Brigantine, NJ, US",a_srogota,39.3840716667,-74.4139166667,,,https://www.inaturalist.org/observations/83625113
81961841,Ilyanassa obsoleta,2021-06-06 12:47:15-04:00,"Great Bay Blvd, West Creek, NJ, US",lbhavlish,39.5102464084,-74.3204370882,,,https://www.inaturalist.org/observations/81961841
81946978,Ilyanassa obsoleta,2021-06-06 14:24:07-04:00,"Delaware Ave, Cape May, NJ, US",robincmclean,39.0378805,-74.93667,,Dead,https://www.inaturalist.org/observations/81946978
80596888,Ilyanassa obsoleta,2021-05-28 05:26:00-04:00,"Beach Ave, Cape May, NJ, US",mmccarthy98,39.0874263614,-74.9031488174,,Alive,https://www.inaturalist.org/observations/80596888
80186525,Ilyanassa obsoleta,2021-05-21 10:58:00-04:00,"Sandy Hook, North End",kgoodman,40.4756593033,-74.0085551888,,,https://www.inaturalist.org/observations/80186525
79672185,Ilyanassa obsoleta,2021-05-21 08:58:57-04:00,"Sandy Hook, Middletown Township, NJ, USA",kgoodman,40.4279241445,-73.986050114,,Alive,https://www.inaturalist.org/observations/79672185
78871499,Ilyanassa obsoleta,2021-05-15 14:41:36-04:00,"Cedar Island, Cape May, NJ, US",meg355,38.9558187325,-74.8896001999,,Alive,https://www.inaturalist.org/observations/78871499
78870139,Ilyanassa obsoleta,2021-05-15 14:32:07-04:00,"Cape Island, Cape May, NJ, US",meg355,38.9496161656,-74.9058286391,,Unknown,https://www.inaturalist.org/observations/78870139
77692420,Ilyanassa obsoleta,2021-05-06 09:22:23-04:00,"Millman Ln, Cape May, NJ, US",chicatarde,39.0345,-74.9389583333,,,https://www.inaturalist.org/observations/77692420
76242601,Ilyanassa obsoleta,2021-05-01 14:23:03-04:00,"Shark River, Belmar, NJ, US",michaelmorris,40.1788,-74.0331333333,,Unknown,https://www.inaturalist.org/observations/76242601
76001923,Ilyanassa obsoleta,2021-04-25 13:52:00-04:00,"Cape May County, US-NJ, US",rcurtis,39.0861883188,-74.9828732047,,Alive,https://www.inaturalist.org/observations/76001923
75996273,Ilyanassa obsoleta,2021-04-25 12:23:00-04:00,"Cape May County, US-NJ, US",rcurtis,39.0218932449,-74.8298437339,,Alive,https://www.inaturalist.org/observations/75996273
75564641,Eastern Mudsnail,2021-04-28 14:05:44-04:00,"Belmar Beach, Belmar, NJ, US",unsociable_crow,40.1696042641,-74.0155718678,,Dead,https://www.inaturalist.org/observations/75564641
75479099,Ilyanassa obsoleta,2021-04-27 18:24:02-04:00,"Long Beach Island, Beach Haven, NJ, US",jshaung,39.7321298859,-74.1262083594,,Alive,https://www.inaturalist.org/observations/75479099
73545313,Ilyanassa obsoleta,2021-04-10 12:24:00-04:00,"Long Branch, NJ 07740, USA",srall,40.3136407849,-73.9767184799,,Dead,https://www.inaturalist.org/observations/73545313
73347067,Ilyanassa obsoleta,2021-04-08 15:30:00-04:00,"Ocean City, Ocean City, NJ, US",bdubskis,39.2166338529,-74.6467299234,,Alive,https://www.inaturalist.org/observations/73347067
71980717,Ilyanassa obsoleta,2021-03-23 10:13:00-04:00,"Monmouth County, NJ, USA",nilshelstrom,40.466790735,-74.008119197,,Dead,https://www.inaturalist.org/observations/71980717
71463850,Ilyanassa obsoleta,2021-03-09 11:13:00-05:00,"Ocean, New Jersey, United States",javiehweg,39.792628,-74.101382,,Dead,https://www.inaturalist.org/observations/71463850
71125827,Eastern Mudsnail,2021-03-11 16:08:00-05:00,"Cape May County, NJ, USA",mamabeardavis,39.0851999434,-74.9046837482,,Alive,https://www.inaturalist.org/observations/71125827
70958393,Ilyanassa obsoleta,2021-03-10 10:55:00-05:00,"Sayreville, NJ, USA",srall,40.4792827943,-74.2684241285,,Dead,https://www.inaturalist.org/observations/70958393
70958384,Ilyanassa obsoleta,2021-03-10 10:53:00-05:00,"Sayreville, NJ, USA",srall,40.4792827943,-74.2684241285,,Dead,https://www.inaturalist.org/observations/70958384
66169503,Ilyanassa obsoleta,2020-10-24 09:13:22-04:00,"Sandy Hook Beach, NJ, US",haley_carlton,40.471395,-73.9946283333,,Dead,https://www.inaturalist.org/observations/66169503
65910916,Ilyanassa obsoleta,2020-11-28 13:27:00-05:00,"Old Bridge, NJ, USA",srall,40.4524669336,-74.2286094512,,Dead,https://www.inaturalist.org/observations/65910916
64877418,Ilyanassa obsoleta,2020-11-14 11:11:00-05:00,"Laurence Harbor, Old Bridge Township, NJ, USA",dendroica,40.4627195068,-74.2562542191,,Dead,https://www.inaturalist.org/observations/64877418
64877417,Ilyanassa obsoleta,2020-11-14 11:11:00-05:00,"Laurence Harbor, Old Bridge Township, NJ, USA",dendroica,40.4627195068,-74.2562542191,,Dead,https://www.inaturalist.org/observations/64877417
64877414,Ilyanassa obsoleta,2020-11-14 11:07:00-05:00,"Laurence Harbor, Old Bridge Township, NJ, USA",dendroica,40.4627195068,-74.2562542191,,Alive,https://www.inaturalist.org/observations/64877414
64875333,Ilyanassa obsoleta,2020-11-14 14:05:44-05:00,"Maurice River, NJ 08314, USA",johncanoles,39.19352137,-74.98591024,,Alive,https://www.inaturalist.org/observations/64875333
64599520,Ilyanassa obsoleta,2020-11-07 19:14:04-05:00,"Absecon Island, Margate City, NJ, US",danbachalis,39.3249570416,-74.5015492832,,Dead,https://www.inaturalist.org/observations/64599520
64406184,Ilyanassa obsoleta,2020-11-07 13:19:00-05:00,"Avalon, NJ 08202, USA",mattparr,39.1079805556,-74.7066555556,,Dead,https://www.inaturalist.org/observations/64406184
63498498,Ilyanassa obsoleta,2020-10-24 15:16:30-04:00,"Sandy Hook Beach, Atlantic Highlands, NJ, US",arisingunder,40.44883,-74.0001444445,,Alive,https://www.inaturalist.org/observations/63498498
62004724,Ilyanassa obsoleta,2020-10-07 14:25:59-04:00,"Parkertown Dr, Little Egg Harbor Twp, NJ, US",hannahxlin,39.6309648306,-74.3254825538,,Dead,https://www.inaturalist.org/observations/62004724
